valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,language
0.252,1963,0.258,['Charles Mingus'],0.23,405267,0.572,0,7K5NiBQk7QJ0qehZ4e6LmB,3.81E-06,1,0.163,-8.746,1,Track B- Duete Solo Dancers,35,1963,0.0494,64.383,en
0.246,1963,0.932,"['Louis Armstrong', 'Duke Ellington']",0.475,297640,0.0783,0,3dtBmo7lvR8FVeWybUX7su,0.386,8,0.144,-16.234,1,Solitude,35,1963,0.0533,69.028,en
0.883,1963,0.134,['Del Shannon'],0.657,169200,0.686,0,3HTrH00YRZZWJ8C6cb12ea,0,1,0.468,-6.851,1,Little Town Flirt,35,01/01/1963,0.0283,123.779,en
0.103,1963,0.95,['Julie London'],0.169,174960,0.239,0,48YMeYOXYrvbMdvXCyhE72,0.000734,7,0.317,-14.877,1,The Days Of Wine And Roses,35,1963,0.0327,83.267,en
0.233,1963,0.894,['Al Martino'],0.29,163400,0.2,0,5ggafYsNyKhTR9bISS3OPj,0.000569,8,0.221,-12.748,1,I Love You Because,35,07/07/1963,0.0275,88.654,en
0.351,1963,0.967,['The Gerry Mulligan Quintet'],0.4,175533,0.0803,0,3kaqke7JPH3noG3BFjx6W5,0.248,8,0.126,-17.329,1,Night Lights - 1965 Version,35,01/01/1963,0.0362,121.88,en
0.171,1963,0.974,['Gerry Mulligan Sextet'],0.521,339533,0.00894,0,4c9u4ruTL1xWv2YcnS8AjN,0.371,7,0.108,-24.142,1,In The Wee Small Hours Of The Morning,35,01/01/1963,0.0414,115.007,en
0.502,1963,0.549,['Kenny Burrell'],0.711,376440,0.247,0,6jgdW3TwSpuA33eMexUM7k,0.000235,7,0.166,-12.586,1,Saturday Night Blues - Remastered,35,1963,0.032,92.276,en
0.433,1963,0.842,['Andy Williams'],0.301,138893,0.377,0,7qfgUKBfJuX67fzlaucNOX,9.43E-06,7,0.153,-13.495,0,Wives and Lovers,35,10/12/1963,0.0365,109.83,en
0.559,1964,0.754,['Dusty Springfield'],0.353,149400,0.66,0,0UW3PzFqmfDW3sAqLwC8PY,0,7,0.0793,-6.101,1,You Don't Own Me,35,26/06/1964,0.034,100.278,en
0.542,1964,0.871,"['Julie Andrews', 'Charmian Carr', 'Heather Menzies', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath']",0.455,73093,0.152,0,5VHnTQWSzShP5rHyEkQM4A,0,5,0.587,-13.156,0,My Favorite Things (Reprise),35,1964,0.054,115.325,en
0.195,1964,0.859,"['Dan Truhitte', 'Charmian Carr']",0.424,294000,0.201,0,46jaPvUStrJ4XzFCDoKTVp,1.37E-05,3,0.113,-12.679,1,Sixteen Going on Seventeen,35,1964,0.034,133.441,en
0.215,1964,0.928,['Michael Hurley'],0.489,448013,0.0363,0,15WaCkvUPrsbWhjzgl12jv,0.0205,8,0.0815,-22.843,0,The Tea Song,35,1964,0.0454,101.449,en
0.931,1964,0.247,['The Dixie Cups'],0.913,161052,0.285,0,2Afq68FbXYBJtObKNO98tj,3.00E-05,1,0.108,-11.15,1,I'm Gonna Get You Yet,35,1964,0.0654,116.361,en
0.235,1964,0.937,['Sam Cooke'],0.304,163427,0.23,0,3abp37WAzYtD9rk8iecqpH,0,5,0.228,-12.246,1,Falling In Love,35,01/03/1964,0.0313,129.889,en
0.502,1964,0.76,['Bobby Vinton'],0.421,166827,0.465,0,2ZLVZFxbt5y0jXj1Ljcm2d,0,11,0.21,-7.447,1,My Heart Belongs to Only You,35,1964,0.0298,71.723,en
0.844,1964,0.783,['Sam Cooke'],0.429,161373,0.57,0,0jfGGQt27pU8q2FTwwdRKL,0,10,0.08,-8.893,1,Meet Me At Mary's Place,35,01/03/1964,0.0573,104.824,en
0.568,1964,0.79,['Aretha Franklin'],0.611,132107,0.359,0,3svlCHYt8YCtAYXjKhrpUs,0,7,0.391,-8.026,1,Winter Wonderland,35,1964,0.0253,106.274,en
0.307,1964,0.911,['Doris Day'],0.403,185707,0.284,0,0v2YFA6OlpbB3BBAvzbGRS,4.32E-05,5,0.131,-9.923,1,Silver Bells,35,14/09/1964,0.0275,95.811,en
0.284,1964,0.898,['Bob Dylan'],0.48,332278,0.122,0,1LGmxVTktSQBIpKPymNrWl,0,4,0.102,-15.867,1,Restless Farewell,35,13/01/1964,0.035,101.611,en
0.414,1964,0.93,"['Stan Getz', 'João Gilberto', 'Antônio Carlos Jobim']",0.464,184400,0.184,0,1jrYUnskXBPGqidGCJwIrR,7.70E-05,7,0.0911,-15.715,1,Vivo Sonhando,35,01/03/1964,0.0412,145.652,pt
0.324,1964,0.664,['Sam Cooke'],0.248,197267,0.413,0,4GJsxSWqJYlhyezWye88sV,0,2,0.091,-9.153,1,Sittin' In The Sun,35,01/03/1964,0.031,146.65,en
0.261,1964,0.842,['Irma Thomas'],0.559,196573,0.149,0,2ykaQGOB0YE3oF4S5J4E6Q,8.02E-05,0,0.366,-16.493,1,I Need Your Love So Bad,35,1964,0.0296,77.972,en
0.195,1964,0.842,['Earl Hines'],0.367,248600,0.219,0,50q2XoQmoHNt6imrugVV90,0.0869,0,0.0589,-14.125,0,St. James Infirmary Blues,35,1964,0.0389,178.011,en
0.62,1964,0.9,['Simon & Garfunkel'],0.503,144947,0.131,0,07XMAGYqts7KZYeqAx0qie,0.000432,6,0.105,-18.933,1,Peggy-O,35,19/10/1964,0.0312,102.253,en
0.126,1964,0.927,['Tony Bennett'],0.237,175360,0.238,0,2FXk3LhwfbziRcCg8Rp0fN,2.02E-05,3,0.0543,-11.999,1,Who Can I Turn To (When Nobody Needs Me),35,16/11/1964,0.0341,112.062,en
0.888,1964,0.541,['Simon & Garfunkel'],0.466,165227,0.352,0,2O06yIr1WirIml9mAnUE90,0,7,0.186,-12.839,1,You Can Tell The World,35,19/10/1964,0.0352,121.796,en
0.817,1965,0.529,['The Miracles'],0.485,169227,0.661,0,1VMncXCJ34SIAosUKhzjHy,0,7,0.632,-7.24,1,Shop Around,35,01/01/1965,0.0338,133.858,en
0.446,1965,0.695,['Smokey Robinson & The Miracles'],0.44,205240,0.418,0,75EBphXiLQgeFspAYTaqiq,0,0,0.204,-12.568,1,A Fork In The Road,35,01/11/1965,0.0252,89.286,en
0.899,1965,0.0544,['Otis Redding'],0.806,162160,0.489,0,0YO65TbY548F7kSncBMksX,2.88E-05,0,0.0696,-12.898,1,Mr. Pitiful,35,1965-03,0.104,123.753,en
0.786,1965,0.298,['Gary Lewis & The Playboys'],0.562,142067,0.525,0,6AxrqcdIE5lSjXxKUyBAU0,0,5,0.0691,-13.038,1,Count Me In,35,1965,0.0338,80.508,en
0.398,1965,0.0748,['The Turtles'],0.425,132800,0.329,0,3UEDSuOorTwYlFYW8aJ551,0,7,0.068,-13.399,1,It Ain't Me Babe (Stereo),35,1965,0.0365,122.418,en
0.747,1965,0.723,['Gale Garnett'],0.725,133160,0.391,0,1topClh1MpOBXwGSRWQVQR,0,7,0.302,-11.369,0,Excuse Me Mister,35,1965,0.0457,116.934,en
0.685,1965,0.55,['The Zombies'],0.631,155960,0.654,0,455ft4x61vKYhvfhDh1vj4,0,9,0.0705,-4.669,0,I Can't Make Up My Mind,35,01/03/1965,0.0361,128.499,en
0.26,1965,0.666,['The Righteous Brothers'],0.321,227013,0.403,0,3Qg7WE98qRezh4Jq9fCKr8,0.341,2,0.189,-13.115,1,Just Once In My Life,35,04/04/1965,0.0344,94.675,en
0.191,1965,0.155,['Herb Alpert & The Tijuana Brass'],0.532,264853,0.641,0,5XAcKqknLkmAsnbDeJJxeN,0.264,5,0.0584,-12.702,1,Zorba The Greek,35,01/10/1965,0.323,82.105,en
0.468,1966,0.944,"['Thurl Ravenscroft', 'Boris Karloff']",0.54,315227,0.387,0,4mybTd8gHkEpCmMxOFKHwv,8.80E-05,7,0.655,-13.86,1,"You're A Mean One, Mr. Grinch - Reprise",35,18/12/1966,0.539,87.804,en
0.414,1966,0.962,"['Boris Karloff', 'MGM Studio Orchestra', 'MGM Studio Chorus']",0.413,172720,0.207,0,1YUfPGxoPYxYt1PbUi4tVb,2.14E-05,4,0.287,-15.055,1,Welcome Christmas - Reprise,35,18/12/1966,0.0765,66.166,en
0.791,1966,0.707,['Hank Williams'],0.595,164667,0.47,0,08FHOG2zOkqCQ0IYOmJ5bj,0,0,0.118,-9.965,1,Lovesick Blues,35,04/12/1966,0.0298,128.227,en
0.464,1966,0.582,['The Beach Boys'],0.362,194213,0.551,0,0nOgnPKpUyd6SGKNyYDQqX,0,7,0.171,-7.531,0,I Just Wasn't Made For These Times,35,16/06/1966,0.0318,93.516,en
0.429,1966,0.949,['Boris Karloff'],0.581,1296227,0.391,0,78pPHU58bb6ODWggC7Pyb6,0,10,0.0501,-13.693,1,How The Grinch Stole Christmas,35,18/12/1966,0.505,113.019,en
0.763,1966,0.225,['Bob Seger & The Last Heard'],0.563,147240,0.728,0,65yhvbINXbt961S1UbTHtI,0.0199,4,0.124,-6.043,0,East Side Story - Vocal,35,01/01/1966,0.0452,123.11,en
0.67,1966,0.52,['Norma Tanega'],0.593,162920,0.435,0,5N9hdaXDswKiZxdE4AAxpD,0,1,0.153,-8.093,1,Jubilation,35,12/04/1966,0.0255,96.79,en
0.904,1966,0.135,['Norma Tanega'],0.472,137867,0.685,0,0ahlKSyUanJxT5o7Au3PMT,0,0,0.204,-6.984,1,Treat Me Right,35,12/04/1966,0.0337,127.302,en
0.755,1966,0.771,['The Beach Boys'],0.404,146293,0.422,0,5BOHo7im7IvoqZjMQTNXZM,1.29E-05,5,0.107,-11.251,1,Wouldn't It Be Nice - Mono,35,16/06/1966,0.0324,124.535,en
0.723,1966,0.219,['Marvin Gaye'],0.728,166200,0.579,0,471yG3FpXwgKcbNlblZ1Yt,0,2,0.0722,-10.044,1,I'll Be Doggone - Juke Box Single Version,35,23/05/1966,0.0331,133.685,en
0.884,1966,0.91,['Johnny Long'],0.608,184133,0.327,0,3TZOD3te4s6emphPXcVeQz,2.80E-06,5,0.138,-11.227,1,In A Shanty In Old Shanty Town,35,1966,0.103,167.694,en
0.726,1966,0.0492,['Syndicate Of Sound'],0.587,147827,0.608,0,3UxZw2CfZ3dmNIii4CxMtG,0.000338,2,0.217,-10.425,1,Little Girl,35,1966,0.0291,90.528,en
0.684,1966,0.567,['The Beach Boys'],0.422,145107,0.559,0,04kaFiaV3JZt8BkIltXK75,2.23E-05,5,0.125,-9.144,1,Wouldn't It Be Nice,35,16/06/1966,0.0342,123.105,en
0.337,1966,0.446,['The Beach Boys'],0.212,201133,0.568,0,1936vFNafyF15O6dqbpBYJ,0,10,0.0879,-7.466,1,I Just Wasn't Made For These Times - Remastered,35,16/06/1966,0.0335,188.046,en
0.73,1966,0.366,['The Beach Boys'],0.596,198298,0.711,0,6JBYA8jfN3fjcD7RLgLNn1,2.82E-05,10,0.111,-6.19,1,I Know There's An Answer - Remastered,35,16/06/1966,0.0287,115.564,en
0.817,1966,0.968,"['Count Lasher', 'Lyn Taitt']",0.701,163560,0.517,0,0BALcq0CFzQeWZ1hStZDsF,0.0173,5,0.118,-8.366,1,Hooligans,35,01/01/1966,0.0542,86.998,ru
0.215,1967,0.845,['Dusty Springfield'],0.243,233733,0.234,0,2GMRuyGVcNhrQGt0uIYdZ9,0,6,0.0733,-11.577,0,If You Go Away,35,1967-12,0.0427,74.896,en
0.526,1968,0.473,['Barbara Mason'],0.588,204067,0.353,0,10IBTu8gY4srVpgqSuHz8Q,0,7,0.0877,-8.431,1,I Need Love,35,01/01/1968,0.0254,84.021,en
0.313,1968,0.525,['Steppenwolf'],0.244,347693,0.409,0,5HrH5NArWK3oOm5sopaleg,0.226,11,0.176,-12.659,1,Desperation,35,01/01/1968,0.03,160.648,en
0.796,1968,0.369,['The 5th Dimension'],0.335,208680,0.409,0,23OBcAyQonpaJ2XswR0k1I,0,4,0.154,-13.812,1,Stoned Soul Picnic - Remastered 2000,35,1968,0.0412,187.779,en
0.383,1968,0.401,['Fever Tree'],0.201,242907,0.494,0,2Vio9orJlk0fFVeO0CgtA6,0.00159,2,0.0345,-7.513,1,San Francisco Girls,35,1968,0.0331,81.416,en
0.512,1968,0.538,['Louis Armstrong'],0.419,198093,0.29,0,0ctsFiWScfDEQqpH03tTrh,0,9,0.365,-17.318,0,The Home Fire,35,01/01/1968,0.0482,122.611,en
0.786,1969,0.124,['Blind Faith'],0.428,267000,0.654,0,3p0dqXyYn3ZpJmPiUpisCl,0.0663,7,0.146,-11.434,1,Well All Right,35,1969,0.0283,110.594,en
0.926,1974,0.605,['Mickey Gilley'],0.657,177267,0.808,0,0dFPe0V76Q9eXHbXVxG3C9,2.68E-05,0,0.291,-8.564,1,Don't the Girls All Get Prettier at Closing Time,35,1974,0.0445,89.918,en
0.65,1974,0.286,['Ohio Players'],0.501,414360,0.485,0,3nJafNL92x0y2FUWX7Du3d,0.000273,5,0.0649,-12.826,1,I Want To Be Free,35,01/06/1974,0.121,142.274,en
0.299,1974,0.0513,['Aerosmith'],0.351,338840,0.687,0,73J0qGlZugpcnD8TPz7sBv,2.19E-05,7,0.349,-11.268,1,Seasons of Wither,35,15/03/1974,0.0422,100.439,en
0.828,1933,0.779,"['Billie Holiday', 'Teddy Wilson']",0.799,176027,0.492,0,3qLfqgs5VACxcBCvq3NTjs,0.000108,7,0.154,-10.942,1,What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra),35,1933,0.0549,134.571,en
0.895,1934,0.988,"['Richard Himber and his Orchestra', 'Johnny Mercer']",0.612,164867,0.372,0,42kZZMyWGoiFScVmZhSNhy,3.64E-05,0,0.0921,-8.803,0,Doin' The Uptown Lowdown,35,01/07/1934,0.138,201.256,en
0.903,1935,0.938,['Glenn Miller'],0.617,180827,0.154,0,0HFqUkRuP4G49GpwqWICVv,5.76E-05,5,0.172,-23.122,0,Doin' The Jive,35,1935,0.341,184.826,en
0.477,1936,0.96,['Robert Johnson'],0.74,143200,0.0413,0,6xvY8RthrKhbkY3lxxH752,1.03E-06,8,0.104,-18.767,1,Love in Vain - Take 1,35,1936,0.0829,89.864,en
0.753,1936,0.967,['Robert Johnson'],0.697,177200,0.215,0,6jFbvFjbFSphuXZVr4xWO5,0.00486,9,0.0837,-13.85,1,I Believe I'll Dust My Broom,35,1936,0.0898,102.872,en
0.175,1948,0.968,['Rosemary Clooney'],0.301,176693,0.231,0,4b1bXcmIiUMYI9ZQV4O1Rz,7.93E-05,1,0.431,-12.74,1,"Love, You Didn't Do Right by Me",35,1948,0.0332,84.614,en
0.698,1956,0.675,['Ella Fitzgerald'],0.626,163333,0.1,0,5JfYrlqAHAY7ZYMoEua53B,0,7,0.0852,-14.999,0,I've Got You Under My Skin,34,01/01/1956,0.0523,135.387,en
0.77,1956,0.926,"['Carmen Delia Dipini', 'Johnny Rodriguez Y Su Trio']",0.622,190760,0.26,0,23lcRsgi0OWWUaUmpHctS8,0.0589,5,0.133,-12.927,1,Delirio,34,01/01/1956,0.0652,121.816,en
0.923,1957,0.942,"['Johnny Mercer', 'The Pied Pipers']",0.504,152907,0.329,0,4msAWwwN7D4AglVJAVZA4D,0,8,0.826,-11.137,1,Alexander's Ragtime Band,34,01/01/1957,0.111,169.956,en
0.531,1957,0.868,"['Miles Davis', 'Thelonious Monk', 'Milt Jackson', 'Kenny Clarke', 'Percy Heath']",0.491,674800,0.273,0,5RQqoEIkp6XsYyULz7AlAS,0.292,5,0.113,-12.811,1,Bags' Groove - RVG Remaster,34,01/01/1957,0.0406,150.949,en
0.57,1957,0.538,['Miles Davis'],0.375,207293,0.261,0,4kML1OCLMXpEaWAgExXVdb,9.74E-05,9,0.106,-16.9,0,Springsville,34,1957-11,0.0383,115.597,en
0.953,1957,0.664,['Bobby Helms'],0.678,138227,0.332,0,01k2sCY3q65GGVoe5FV30P,0,7,0.108,-8.598,1,Just A Little Lonesome - 1957 Version,34,03/03/1957,0.0286,160.297,en
0.137,1957,0.992,['Billie Holiday'],0.351,164080,0.084,0,3oLhPSpYjNg8zfWiHlc9y2,0.0694,0,0.133,-15.82,1,How Am I To Know?,34,01/01/1957,0.0354,132.773,en
0.626,1957,0.968,['Billie Holiday'],0.706,183627,0.153,0,7bJW7uwFu0wG61ZTyW6RJQ,0.001,5,0.412,-11.831,0,She's Funny That Way,34,01/01/1957,0.044,116.481,en
0.116,1957,0.953,['Audrey Hepburn'],0.304,305107,0.0932,0,1JQClFRrEqU2Naxq6JfjIW,0.0006,10,0.0847,-17.476,1,How Long Has This Been Going On?,34,13/02/1957,0.0364,116.153,en
0.772,1957,0.661,"['Javier Solís', 'Gerardo Reyes']",0.438,156560,0.467,0,3X7UZA522wL8opCP9WWZIx,5.31E-06,10,0.394,-8.103,1,Que Bonita Es Mi Tierra,34,1957,0.0291,109.859,fr
0.597,1957,0.918,['Chuck Berry'],0.609,169173,0.632,0,4q0J9IdCJ7l8YjNNxp4UZL,4.09E-05,3,0.258,-6.171,0,Downbound Train,34,01/05/1957,0.0428,74.839,en
0.556,1957,0.621,"['Ella Fitzgerald', 'Duke Ellington']",0.467,235227,0.261,0,0dSeBDCfmmj81z5ViBp2Wk,0,2,0.0919,-11.088,1,Caravan,34,01/01/1957,0.0436,88.841,en
0.533,1957,0.388,['Art Pepper'],0.664,327773,0.422,0,71KwWlZvuikRRORNH3xvCq,0.000107,5,0.0626,-11.738,1,You'd Be So Nice to Come Home To,34,1957,0.0552,89.263,en
0.627,1957,0.8,['Ray Charles'],0.452,206333,0.358,0,3YROTILzpPbedQXDgeU9mb,9.87E-06,9,0.328,-11.184,1,Sinner's Prayer,34,01/01/1957,0.0507,66.525,en
0.39,1957,0.292,['Chuck Berry'],0.647,182907,0.355,0,2P7FDhmzGh4iJ2ATb7d9oo,1.25E-05,11,0.174,-10.558,0,Wee Wee Hours,34,01/05/1957,0.0404,66.601,en
0.962,1957,0.753,['Elvis Presley'],0.666,151507,0.808,0,7qcR2eCbWpAU0MGEZ2sWwk,0,5,0.175,-9.14,1,Got a Lot O' Livin' to Do!,34,20/06/1957,0.0398,99.903,en
0.965,1957,0.67,['Ruth Brown'],0.651,129600,0.478,0,2QD6hlIGUAqJuTzAw0eVTW,0,10,0.189,-12.038,1,Lucky Lips,34,1957,0.0494,161.01,en
0.116,1957,0.919,['Ella Fitzgerald'],0.312,174293,0.0855,0,18CniQWo5P8VIS8AHtafg2,0,4,0.0866,-18.172,0,Angel Eyes,34,01/01/1957,0.0352,92.164,en
0.868,1958,0.828,['Johnny Cash'],0.644,151339,0.623,0,5wA0InjAoSZedEhGjjm9hR,1.46E-05,5,0.122,-8.972,1,Big River,34,13/11/1958,0.0882,183.758,en
0.646,1958,0.477,"['Art Blakey & The Jazz Messengers', 'Thelonious Monk']",0.545,437360,0.52,0,7HVFWgrWwN63YLAjo0QBPz,0.0226,7,0.138,-10.942,0,Rhythm-A-Ning,34,1958,0.0847,142.846,en
0.687,1958,0.602,['Frank Sinatra'],0.577,109827,0.229,0,71yWfrRuoSHH7VdrTUWR6r,0,6,0.179,-14.6,1,I Love Paris - Remastered,34,1958,0.0389,134.736,en
0.252,1958,0.955,['Dean Martin'],0.426,134333,0.115,0,19WZaTlSsBY4LbZjT8Ad4T,4.12E-06,4,0.0946,-14.308,0,The Test Of Time - Digitally Remastered 98,34,1958,0.0345,112.874,en
0.807,1958,0.826,['Buddy Holly'],0.692,137067,0.577,0,0YB7qJ2NqEmtE3FNeyZBO2,1.54E-06,9,0.0998,-7.861,1,I'm Gonna Love You Too,34,1958,0.0351,90.946,en
0.555,1958,0.745,['John Coltrane'],0.482,598387,0.496,0,5YGEikp6jZqPhOZnh4x1FS,0.000454,8,0.229,-7.903,1,Blue Train - Alternate Take/Remastered 2003/Rudy Van Gelder Edition,34,1958,0.047,137.108,en
0.413,1958,0.648,['Bo Diddley'],0.659,130173,0.89,0,0Stq0NVgLIXyrAN5tLvyIt,0,9,0.254,-13.698,0,Hey! Bo Diddley,34,01/01/1958,0.0524,121.857,en
0.17,1958,0.952,['Miles Davis Quintet'],0.513,317400,0.178,0,6mrpXmrZs6NYADQSYz8Y75,0.000308,10,0.307,-11.164,1,You're My Everything - Original Version With False Start,34,1958,0.0455,118.741,en
0.0377,1958,0.906,['Miles Davis'],0.245,129680,0.0133,0,187EUpV70OeUMCGwz1GaT7,0.0665,10,0.134,-20.374,1,"Julien dans l'ascenseur - BOF ""Ascenseur pour l'échafaud""",34,29/01/1958,0.0445,75.927,No match found
0.679,1958,0.767,['Champion Jack Dupree'],0.545,261093,0.271,0,7lpsRa4kcNoxSHUDNDXpnn,6.00E-06,0,0.0728,-17.69,1,Evil Woman,34,1958,0.0667,113.963,en
0.874,1958,0.778,['Nat King Cole'],0.525,129707,0.369,0,1sUfq7tClc87YgwtNCRICP,0,2,0.0704,-8.869,1,Adelita,34,01/08/1958,0.0772,130.103,es
0.491,1958,0.713,['Nat King Cole'],0.479,160680,0.315,0,5XaRuenP7XjJt1IjWrw49J,2.91E-05,1,0.107,-12.1,1,Te Quiero Dijiste,34,01/08/1958,0.0344,106.625,es
0.0809,1959,0.955,"['John Barry', 'Mormon Tabernacle Choir', 'Arthur Harris', 'Columbia Symphony Orchestra']",0.158,174507,0.339,0,4JImoUcA1VLcJSunkH7QJD,0.0292,9,0.354,-15.331,1,Born Free,34,1959,0.0354,106.045,en
0.961,1959,0.718,['Fats Domino'],0.428,132213,0.8,0,6WHzRPYYEoyFwiHn4iPZTj,0.00202,1,0.0821,-9.701,1,My Blue Heaven,34,01/01/1959,0.107,96.482,en
0.584,1959,0.982,['Jack Kerouac'],0.568,427800,0.225,0,1tbK7oglJS7W0E9g2EO28K,3.21E-05,1,0.15,-17.924,1,October in the Railroad Earth (with Steve Allen),34,1959,0.527,70.672,No match found
0.589,1959,0.752,['Ritchie Valens'],0.692,110733,0.868,0,4nBQ2ZR8gDolVPfo3DhYM7,2.14E-05,4,0.3,-7.825,1,Ooh! My Head,34,1959,0.086,80.433,en
0.395,1959,0.723,['Miles Davis Quintet'],0.52,342840,0.327,0,7GKkCKds6EeOq6S7IpmhD8,0,6,0.0873,-10.77,1,In Your Own Sweet Way,34,1959,0.038,113.784,en
0.101,1959,0.958,['The Dave Brubeck Quartet'],0.573,442280,0.0954,0,6Y9FGnmx9PXsmgLs02UirG,0.388,8,0.231,-21.819,1,Strange Meadow Lark,34,1959,0.0454,125.451,en
0.967,1959,0.905,['Ritchie Valens'],0.653,167000,0.83,0,3IOkxDFEZH7UOxBsjkObb0,0.00316,5,0.241,-7.665,1,Boney Maronie,34,1959,0.0358,146.355,en
0.188,1959,0.58,['Charles Mingus'],0.484,349027,0.47,0,2wHIDNvfYyZWPpMqX3fDE4,0.0751,10,0.343,-13.111,0,Open Letter To Duke,34,1959,0.0679,107.794,en
0.821,1959,0.818,['Esquivel!'],0.766,183533,0.606,0,2DvEhrbSXIzCxNW2cDI2yt,0.00796,2,0.184,-8.184,1,Boulevard of Broken Dreams,34,01/06/1959,0.043,119.812,en
0.74,1959,0.775,['Elvis Presley'],0.598,146947,0.867,0,6zVZlrgpppqMNSThmROWEe,0,4,0.423,-9.365,1,"Shake, Rattle and Roll",34,23/01/1959,0.0578,104.089,en
0.799,1959,0.776,['Cal Tjader'],0.668,223200,0.391,0,0oYfi6HRPxiHUby3c4ZRSo,0.0243,10,0.0974,-18.117,0,Lover Come Back To Me,34,01/01/1959,0.0538,117.608,en
0.195,1959,0.842,['Ella Fitzgerald'],0.335,211480,0.314,0,4qrNDqLkVXz7t5fJnGqr6B,0,10,0.147,-11.878,1,'S Wonderful,34,01/01/1959,0.0355,132.272,en
0.962,1959,0.292,['Stonewall Jackson'],0.562,148893,0.736,0,6ZlgsqXnhBlyMEBI3i8al3,0,8,0.179,-6.671,0,Waterloo,34,19/10/1959,0.0293,101.76,en
0.141,1959,0.947,['Ella Fitzgerald'],0.232,273760,0.174,0,65AdKtpL8F3alW7QLD5UNj,3.44E-05,8,0.108,-16.207,1,Someone To Watch Over Me,34,01/01/1959,0.0338,88.226,en
0.429,1959,0.781,['Connie Francis'],0.399,145667,0.189,0,4YGB5SzMVQJAB7gjsxbtQR,0,6,0.287,-12.797,1,Baby's First Christmas,34,01/11/1959,0.0277,97.019,en
0.434,1959,0.837,['Sons of the Pioneers'],0.428,131840,0.325,0,5nOBmgfugDgQke3Q7k1XhK,0,0,0.154,-11.851,1,Cool Water,34,1959,0.0354,128.058,en
0.389,1959,0.579,"['Gerry Mulligan', 'Johnny Hodges']",0.825,343867,0.193,0,608Il5lMSRS5AK7QUZlVPt,0.00245,0,0.0689,-14.935,1,Bunny,34,01/01/1959,0.0469,115.418,en
0.926,1959,0.801,['Neil Sedaka'],0.515,162640,0.874,0,2bHXXAgNA9MMvHE2e6Dgay,0,5,0.112,-4.408,1,Stairway to Heaven,34,12/06/1959,0.0423,127.039,en
0.427,1960,0.684,['The Modern Jazz Quartet'],0.402,275333,0.206,0,1wHKgpL6wb7V922tOJCIl3,0.00135,5,0.107,-19.784,0,Django,34,01/01/1960,0.0465,168.31,en
0.415,1960,0.914,['Elvis Presley'],0.433,117920,0.104,0,0IwDAFBuADxv3szixtHjSx,0,5,0.0771,-18.185,1,If We Never Meet Again,34,23/11/1960,0.0285,83.228,en
0.26,1960,0.908,['Elvis Presley'],0.394,196133,0.17,0,7KkXz102SzAEheJrh5FIxJ,0,3,0.128,-14.048,1,His Hand in Mine,34,23/11/1960,0.0285,75.447,en
0.212,1960,0.972,['Etta Jones'],0.392,229467,0.0293,0,2k8nNJfIuOuT3RPVFmA9UG,0.000275,7,0.176,-19.312,1,Don't Go To Strangers,34,1960,0.0512,58.001,en
0.261,1960,0.988,['Eden Ahbez'],0.509,223013,0.058,0,4GgQrUyGTuM4PoIvVVdoJ5,0.127,2,0.096,-18.418,0,The Wanderer,34,1960,0.0361,80.918,en
0.108,1960,0.949,['Doris Day'],0.316,177693,0.0444,0,6ez3saVZpG1ek30OCYpC0f,0.00149,0,0.0863,-18.259,1,"They Say It's Wonderful - from ""Annie Get Your Gun""",34,11/07/1960,0.0332,79.581,en
0.357,1960,0.852,['The Brothers Four'],0.485,183360,0.182,0,7F3R0rKXq5eYgPug8vqOdu,0,11,0.112,-18.083,0,Greenfields,34,14/07/1960,0.0434,110.608,en
0.587,1961,0.83,['Etta James'],0.427,146227,0.154,0,52JFZ4D1kYCspWMolxYtTo,2.08E-06,5,0.107,-15.872,1,Don't Cry Baby,34,1961,0.0314,132.022,en
0.69,1961,0.942,['Grace Chang'],0.568,198120,0.241,0,0bVhSkRaW9voIhZ5KreEj8,1.17E-06,10,0.462,-8.852,1,我要飛上青天 (電影[空中小姐]插曲),34,01/01/1961,0.0446,139.754,No match found
0.617,1961,0.532,['Frank Sinatra'],0.616,144227,0.246,0,3rPiLretymzYzhBa22NCdq,1.24E-06,7,0.281,-13.345,1,It's A Wonderful World,34,1961-07,0.0367,121.683,en
0.214,1961,0.885,['Dinah Washington'],0.322,165800,0.19,0,7anBVIyitaxEZIlMDJPjfb,0.00335,0,0.236,-14.916,1,Unforgettable,34,01/01/1961,0.0309,94.571,en
0.578,1962,0.795,['Bobby Darin'],0.486,138600,0.31,0,76F9rF3pQjPm4i8KVwx9Yd,0,9,0.173,-12.075,0,I'm Beginning To See The Light - 2001 Digital Remaster,34,1962,0.0538,135.823,en
0.55,1962,0.845,['Johnny Tillotson'],0.442,144093,0.446,0,7CiLTJANslRNGigDDDCB01,0,4,0.119,-9.906,1,Dreamy Eyes,34,1962,0.0289,83.06,en
0.151,1962,0.958,['Harry Belafonte'],0.262,184533,0.153,0,3QXQc9zYWMK5hQjiRAS5du,0.253,5,0.106,-19.642,1,I Heard the Bells on Christmas Day,34,1962,0.0387,85.991,en
